,rating,reviewer_name,review_title,review_rating,review_date,review_location,review_content
177,4.9,jesse richards,Horrible RMA experience,1,"October 20, 2019",the United States,"I bought this ram back in April and recently had a problem with it and had to open an RMA with corsair so they can repair it. I sent it back to them and they lost it in their warehouse. Now they are saying they will not help me. So now I am out of my ram and wasted a lot of time during this process. I have bought corsair case fans, keyboards and ram but will never buy from them again. You cannot rely on corsair if you have any problems outside of the 30day amazon warranty. Horrible experience!"
178,4.9,Kortemaki,My new favorite RGB product,5,"January 31, 2021",the United States,The media could not be loaded.
179,4.9,Sarah,I love these sticks!,4,"December 20, 2020",the United States,"The package arrived quickly and securely. I used this RAM on my very first build ever. They were so easy to install into my MSI 570 Tomahawk board. I don't have any fancy benchmarks to give out to you, but you won't regret buying these."
180,4.9,emanuel,The best,5,"September 16, 2021",the United States,"Make sure your motherboard supports higher ram speeds. Especially if you buy this kit for a pre-built that had single-channel memory, a lot of those pre-builts have motherboards that only support 2666mhz."
181,4.9,P.Lamb,1 Stick died after 1.5 years,3,"August 29, 2021",the United States,"worked well until a stick died after a year and a half. I've never had a stick die on my out of the blue, especially being relatively new, and this is my first corsair memory."
182,4.9,Daniela,Amazing!,5,"October 7, 2020",the United States,These are absolutely gorgeous! I'm so glad I got them! Can't go wrong with DDR4-3600! And these fit the look I was going for!
183,4.9,Kevin,Looks great and runs as should,5,"January 9, 2021",the United States,Looks great! Son loves it. Just needed to go into msi bios to setup the 3200 MHz but it wasn’t difficult. It’s great
184,4.9,Johnny,Works grate!,5,"August 20, 2021",the United States,Works grate in my PC build.
185,4.9,Patricia Reyes,Works Great with B450 Motherboards,5,"October 16, 2020",the United States,Built my First Gaming PC with 32GB ( 4X16GB ) 3200Mhz.
186,4.9,fred,Still top of the line,5,"November 24, 2021",the United States,"I first purchased 16gb of 3200mhz in 2020, now in late 2021 I decided to add an additional 16gb of this same RAM. Its a fantastic value especially when on sale."
187,4.9,Logan A Henry,16GB Best Upgrade for Gaming!,5,"April 5, 2020",the United States,Previously I've had 2 4GB stick for around $75 that wasn't really able to handle my games. I wasn't able to play many games because I needed more memory for them to run smoother and I search for a few weeks and found these. The price is a little more than I was hoping to spend however I'm so happy with this purchase. I 100% recommend this for anyone that wants a little boost to there games! If your looking into streaming and gaming 32GB would be great I tested it on high settings and still have 10GB left over on high setting and runs so much smoother now.  It's the sweet spot! The best and cheapest upgrade I've made for a lot more performance! Also they look amazing in the PC!
188,4.9,Thomas Leggett,"looks great, works fine",5,"December 3, 2019",the United States,This product shipped in nice packaging and easy installation (it's RAM)
189,4.9,Jeremy W,Great RAM and the RGB feature is awesome!,5,"June 19, 2020",the United States,I'm a big fan of Corsair. The RAM was super easy to install. I already have iCue for my keyboard and headset. I was pleasantly surprised how quick iCue incorporated my color profiles with it. It's fun to mess with different settings/profiles if you have a clear PC case.
190,4.9,ST,DO NOT INSTALL ITS SOFTWARE,1,"September 9, 2020",the United States,"First of all, the iCUE software they tell you to install to control the RGB is useless. My computer wouldn't boot/turn on no matter what, and I remembered that the last thing I did was change the lights of my RAM. I took out one RAM and boom, the computer turned on. The first thing I did was uninstall that terrible, terrible software. I'm a little insulted that Corsair would even sell/promote this because people who aren't tech savvy would have to pay hundreds to go to a IT place to get their computer fixed."
191,4.9,MAShopper,Functional and beautiful!,5,"July 22, 2020",the United States,"Beautiful RGB effects and very functional memory as well. I have a mainly Corsair set up, using their Crystal white case, and LL120 Fans, so these RGB RAM fit right in nicely with the them in my case. Very happy with them, and caught them on sale for 84, bonus!"
192,4.9,Paul Tetelboim,"Nice, cheap, and shiny",5,"July 13, 2020",the United States,I’ve never really had an issue with RAM being too slow before. These run plenty fast and have a low enough latency. They sync up with iCUE software and look really awesome in any mode. I use them as a visual temperature gauge for my GPU. Good bang for your buck chip.
193,4.9,Ivan A.,feliz con mi compra,5,"December 21, 2021",the United States,"borad H170-pro : sorprendido Al principio estaba asustado de que no funcionaran ya que mi board solo reconoce 2133mHZ pero resulta que las reconoce, estas bajan su frecuencia hasta las que soporta la board modifique un poco los voltajes y note que aumento un 0.2% de su capacidad . los chip de las ram son Samsung eso son buenas noticias son muy buenos"
194,4.9,Amazon Customer,Lookin good - FEELING GOOD.,5,"February 9, 2020",the United States,Okay I’ll admit it - I’m a sucker for RGB. These are rad and I never knew lighting could be like this. Easy installation of course - like most RAM. The lighting software is easy to use with infinite settings.
195,4.9,Michael Barnfield,Very cool,5,"May 2, 2021",the United States,I bought these because the ones I wanted were out of stock but boy was I pleasantly surprised. They turned out to be the centerpiece of my computer build. Lots of nice custom colors and patterns too. Just make sure you install the latest iCue software to get all the features.
196,4.9,The hulk,gave up on me after 3 months,1,"April 12, 2021",the United States,These no longer work in my pc after only 3 months of use. I had to buy new ones because something went wrong with it a week after amazon warranty. And corsair never go back to me to let me know about there warranty.
197,4.9,MG. Analyzer .,Muy bonitas y veloces!!,5,"October 7, 2020",the United States,"They really are great, one of my best investments.  Special for editing programs and games.  The perfect aesthetic."
198,4.9,Just Joe,"After a couple of years, I still work great!",5,"October 3, 2021",the United States,"Actually bought these a couple of years ago for my sons gaming computer. But, just now doing a review. They were great! Never had an issue with them. Will definitely buy again. Would definitely recommend."
199,4.9,Amanda,Great product,5,"May 6, 2021",the United States,"I used this in my first pc build and it worked perfectly for over a year. Eventually I started to have random crashes and the RAM was the cause. I contacted Corsair and they replaced it with a brand new kit after I provided them with some details and proof of purchase. Although the original kit went bad, I would recommend this because of the excellent customer support."
200,4.9,Jeff,Advice please....,4,"January 26, 2019",the United States,"I have asus Rgb rog strix mother board z370. I have 4 sticks of corsair vengeance 8 gig 3200mhz. 2 sticks are rgb pro and 2 sticks are LED pro. Slot 1 is rgb pro, slot 2 is LED pro, slot 3 is rgb pro, slot 4 is LED pro. I can see and control all 4 sticks in the icue app.... My issue is, only slot 3 and 4 actually change lighting when I tell it to in the icue app. slot 1 and 2 are lit up just on random rgb wave and slot 2 is on random red led blinking. I can see them in the icue app along with slots 3 and 4 and all seems to be ok. When I try to change lighting effects only slot 3 and 4 respond. Do I need to change the placement of my ram sticks? should the rgb pro sticks be next to each other as well as the LED pro sticks? or do I have something else wrong?"
201,4.9,LEO,"The box of these memories arrived in bad condition, open",1,"December 24, 2021",the United States,"The box of these memories arrived in bad condition, open, if they had told me that the box arrived like this, I would not have bought this item"
202,4.9,Aaron F.,Buy it,5,"August 23, 2020",the United States,"Instant game changer in my system, I was using a 8 gig set up for awhile and this made my computer run was quicker, super easy install and looks stunning. Download the software and you can control the rgb to display millions of different color and different displays. Definitely a good buy."
203,4.9,Orlen Powell,"Over priced, just paying for corsair name",5,"November 23, 2020",the United States,Great product but way over priced your paying almost double just for the rgb heatsink so unless you just want to be able to use corsair icue for the rgb its a waste of money just as good products if not better for cheaper
204,4.9,Cesar Monroy,"Not really into braindancing myself with RGB lights, but...",5,"December 22, 2020",the United States,"I really would like to have components that don't use RGB. Yet, it seems that most people spend time watching how their components pulsate, breathe, and so on, than using them for what they are designed: working, playing..."
205,4.9,J. M,No issues,5,"June 12, 2020",the United States,The media could not be loaded.
206,4.9,Jordan waldeck,Love em,5,"June 6, 2021",the United States,"Love these new low profile sticks from Corsair, finally I can have the best ram and mount an aio on top while using them. Very fast,"
207,4.9,Estuardo S.,"Buen rendimiento, muy lindo diseño",5,"June 16, 2019",the United States,"Me animé a comprar estas memorias porque me parecen de las más lindas que hay y combinan perfecto con el build white & black que buscaba. Al tocarlas notas el material premium, instalarlas es súper fácil y el RGB es sencillamente bello. Lo instale en una placa Aorus B450 pro wifi y hasta ahora no ha habido problemas de compatibilidad por más que no encontré este modelo en la lista QVL de dicha motherboard. Por default viene en 2133 mhz pero con sólo entrar en la BIOS con un par de clicks reconoce su velocidad real de 3200 mhz."
208,4.9,TEH MIGHTEH STEVE-O,Great RAM,5,"July 28, 2021",the United States,"Bought for my kiddos machine, he’s already in Corsair’s ecosystem. Works flawlessly on an MSI Tomahawk B550 with Ryzen 2600. RGBs work well and look good. Would recommend and would buy again."
209,4.9,Weston Dancewicz,Avoid at all costs,1,"January 10, 2019",the United States,Will not run 3200 speed on Intel Z390 board. Tried both XMP profiles and manually setting speed/voltage/timings. Board is supported on Corsair website but system will not post at this speed. One stick completely defective and causing blue screen crashes. Corsair would not warranty product. Save yourself some time and go with G Skillz.
210,4.9,Beldin,RBG Looking Sharp,5,"July 30, 2021",the United States,"First time using RGB ram, so many color options with the software. I can't even begin to explain the variety of color settings you can play with."
211,4.9,J. Washum,"Works great, ordering another pair!",5,"January 12, 2019",the United States,"Perhaps I got a newer BIOS, I haven't updated it yet, but I just finished my build with an Asus Strix x470 paired with an 2700x and had no issues running this memory at 3200 Mhz. It initially saw it as 3000 but a quick BIOS change and it was at 3200. Looks great, performs great as well. Only issue is now I want all my memory slots filled so I'm grabbing another set for 32GB."
212,4.9,B. Gill,Awesome RAM!,5,"November 10, 2019",the United States,"I bought 2x 16gb kits (4x8GB), great price for 32GB the RGB is controllable by the RGB Fusion 2.0 on my Aorus Pro and with Corsair's iQue software. RGB Fusion 2.0 is severely lacking compared to iQue. The animations are very nice and the RAM runs cool and fast, no need for additional cooling!"
213,4.9,Hseidel,Great,5,"February 20, 2021",the United States,"I ordered this for my son, and he built a whole gaming computer by himself. He loves this product!"
214,4.9,Aaron Cotton,One Module Defective,1,"December 9, 2020",the United States,I received this order undamaged through usps but one of the the 32gb modules would not post. Corsair was unwilling to replace it.
215,4.9,me,Fast RAM,5,"June 14, 2021",the United States,"Great RAM, super fast. Remember to go into your BIOS and change the RAM speed to 3600 because it defaults to 2133!"
216,4.9,Erick,my absolute favorite part of my build,5,"November 2, 2018",the United States,"i went with a full rgb build (ram, fans, cpu cooler & led strips) i am finding that when i play around with the corsair icue that i have multiple presets that im pretty much dimming every other led except for the led on these. they just look SO good. if i build another pc i would absolutely be ok with having no RGB anywhere except for on these ram sticks. they seriously are my favorite part of my build. i cant wait to add another 2 just for the cosmetic value"
217,4.9,Evan Katz,PRETTY SWAGGY,5,"April 28, 2021",the United States,"Love this RAM set, the white looks so good and the RGB is super bright, following in line with the rest of Corsair's RGB products, iCue is a little difficult to deal with if it's your first time. Just a little learning curve. At the end of the day I highly recommend these"
218,4.9,digitalexone,Looks great but you're paying for the RGB .,5,"January 2, 2020",the United States,Does the job and looks good while doing it. if you like RGB. these are nice and bright and as dim as you like them to be through IQ software which has gotten better but can use a little polishing . Looks great but you're paying for the RGB at this point. I will end up buying these again in a larger format
219,4.9,Preston Tauscher,This is an amazing looking RAM Kit,5,"February 18, 2019",the United States,"I received this ram kit about a month ago(8GBx2 3200MHz) and I have absolutely zero issues with them. First, they look absolutely amazing and the iCue software is very intuitive and has plenty of lighting options. I had no issue with them running out of the box, and the XMP profile worked perfectly once it was set to XMP in BIOS and haven't had any issues to speak of. I have not done any tightening of the timings past the XMP so I cannot speak to the ability of it to run tight timings but if you are just looking for a good looking RAM kit with fast out of the box frequencies you cannot go wrong with the Vengance Pro RGB."
220,4.9,Eddie money,Decent Ram,5,"December 5, 2020",the United States,I got 2 16gb packs and had to send a set back due to my PC no booting but got the other ones 2 days later. They work great and look good. Make sure to go into your bios and enable xmp profile so you get the most out of them.
221,4.9,Samuel H.,"Great Ram, Awful Software",3,"September 28, 2021",the United States,"Mine don't have any issues performance wise, But half the time I turn on my PC, ICue doesn't recognize one of the Dimms and that causes the lighting to go out of sync."
222,4.9,subzerolv,Great memory and fast,5,"November 4, 2021",the United States,I have 32gb of this in my PC build. It's low latency and takes easily to overclocking. The LED lighting is great too.
223,4.9,Amazon Customer,Smooth and beautiful,5,"February 10, 2021",the United States,The media could not be loaded.
224,4.9,Skye wagner,Love the look,5,"July 7, 2021",the United States,"Love the performance of these Corsair 3200mhz and look of the RGB's on top of them dance around while i play BF4 or COD!! Not too bright but not too dim, Love the look and Great performance!!"
225,4.9,Woo151,Huge upgrade for an X99 system using i7 5930k and i7 6850k,5,"December 10, 2018",the United States,This is for the Vengeance PRO RGB 3200
226,4.9,Stephen Gilikson,Beautiful RGB and fast performance for gaming,5,"October 26, 2019",the United States,"My first shipment had a faulty stick, but amazon sent me a replacement at no cost immediately after requesting one. This kit is beautiful and works just as it should. I got a 16gb 3200 kit and it pairs perfectly with my Ryzen 2600x and Gigabyte Aorus Gaming Wifi 7 MOBO."
227,4.9,Wyatt Brinks,"Recieved a DOA part, 10 dollar refund was the best they could do.",1,"December 23, 2020",the United States,"Simple as it sounds. One of my sticks was faulty and causing a great deal of issues with my computer, I tried to get a return/refund on it to buy a new set of sticks and since I only figured out what part wasn't functioning outside of the return window, they only gave me a 10 dollar refund."
228,4.9,khader,No headroom for overclocking,1,"December 26, 2020",the United States,"No headroom for any tiny overclocking, neither on speed or CAS, other brands do."
229,4.9,_outcast,At the time it was $100 for 2x8g so why not,5,"February 23, 2021",the United States,The media could not be loaded.
230,4.9,Jme Wiseman,Will buy more,5,"November 10, 2020",the United States,Been using a 2x8 (16gb) kit for 18 months now with no issues.  Recently overclocked from listed 3200mhz to 3400mhz using the xmp profiles and running great.  I have an ASrock B450m and ryzen 2600.  This kit isn't listed on Asrock QVL but no issues so far.  Cost was $130 when I purchased and was worth it.
231,4.9,Mike,Perfect product.,5,"December 2, 2020",the United States,I’m new to PC gaming and this was the first bit of hardware I ever installed myself. Took a few minutes and was as easy as can be. Immediately read by my computer and installed without a hitch.
232,4.9,Eric Donnelly,"High quality, fast, meets expectations",5,"May 8, 2021",the United States,"Easy to use interface for configuring the color schemes, integrates well with the other corsair iCue peripherals, runs like a dream, colors are nice, makes your PC 10,000x faster because, you know, RGB..."
233,4.9,Saban,Works great,5,"June 13, 2021",the United States,Works great rbg is full of bright colors the I cue software is easy to you have gotten 2 sets me these and recommend to all builds
234,4.9,N. Walters,Runs As Expected,5,"December 25, 2021",the United States,"Paired with an overclocked Ryzen 5700g and have had no issues. Good value for the speed/timing. RGB is diffused well. Corsair iCue software isn't great, but most RGB software isn't."
235,4.9,Tiffany,Love these!,5,"October 12, 2020",the United States,"I love Corsair and these memory cards are amazing! They look great in my computer, love the color and the memory is amazing. Recommend for newbies and veterans who build computers!"
236,4.9,Lill Marie Correa de Castillero,Sus rgb son increibles,4,"January 5, 2021",the United States,"Sus rgb son increibles, bastante bueno. Lo recomiendo."
237,4.9,carlos h cabrera,Not compatible work on Asus TUF x570 Plus,3,"April 18, 2020",the United States,"These did not appear to be compatible with Asus TUF x570 Plus. Somehow the board was able to post and boot for a week. Then, poof the board would not post and gave a DRAM light error. They looked amazing when they were working."
238,4.9,Takeshi,No Quality Control?,2,"September 8, 2020",the United States,DOA. Is there any quality control with these or did I just get unlucky?
239,4.9,Carlos Lopez,Could not read ram,3,"July 11, 2020",the United States,Could not get my pc to read both sticks after several installs. I thought maybe it was because i am running a ryzen processor 3700x but have read that others didnt have a problem. Ended up returning product. Was a good price just didnt work out for me
240,4.9,Gavin,Didn't have them for long,5,"December 8, 2020",the United States,"I only used these for a little bit, traded them for 32 gb of ram to my friend who wanted white ram. So I just got an upgrade, but for the sholrt time I had them. they were good."
241,4.9,mintgardener,Doesn’t run at advertised speeds,3,"September 20, 2021",the United States,"It crashes when I try to load it at the advertised clock speed, need to run it 300mhz slower. Not amused"
242,4.9,David Kayvan,Solid Build,5,"February 9, 2021",the United States,"Man, this thing is solid. I love the lighting control and how fast this thing. Make sure in the bios you change the settings for your DDR4 set to 3200MHz otherwise it's not gonna recognize that you have a 3200MHz. Watch some youtube videos you'll understand. Very happy with Corsair products overall."
243,4.9,German L.,fitment!!,5,"March 1, 2021",the United States,great quality but does not fit with noctua nh-d15s on atx motherboard and corsair 570x case. better of going with the low profile none rgb.
244,4.9,Logan N Schuetzle,Quality nice product,5,"December 28, 2020",the United States,Review for RGB 3200 cl16
245,4.9,Steven John Edward Frazer,Awesome!,5,"May 18, 2021",the United States,These were a fairly easy install. Getting them working correctly was different as it was my first actual build and hadnt messed with PC's in over a decade. So it was great!
246,4.9,James,Compatable with my motherboard,5,"April 3, 2020",the United States,Okay as Ive posted a question before an i cant find it again on here. Going to do a review since i now have the RAM an it is installed to my pc. I havea ASRock B450M-IBW Motherboard. NO INFO WHAT SO EVER FOR THIS MOBO ON THE INTERNET that i could find. So took it on myself bought 2 sticks of the 3200mhz ram an installed em today an they work are compatable an are amazing. So for those hunting for ram for same type mobo these rams are amazing. Now to do the gpu an such next month XD
247,4.9,Michelle,Works well!,5,"September 1, 2019",the United States,"The only issue I had with these was they really had to be shoved into my motherboard. Not sure if that's a normal thing as this was my first build, or maybe I was just being way too careful.  I like that they have RGB lighting as well. They look nice and work well!"
248,4.9,faisal a alruqi,AMAZON IS SO BAD AND THE PRODECT BAD ENOUGH,1,"December 11, 2021",the United States,AMAZON IS SO BAD AND THE PRODUCT BAD ENOUGH
249,4.9,Ron,It's a roll of the dice...,1,"September 1, 2019",the United States,Bought a kit of 3200 about a month ago and has worked flawlessly since initial install. Decided to buy a second kit and was met with extreme disappointment. Blue screens out the gate on initial boot after I stall. Sent for a replacement kit and was met with the same issue and had to downclock the kit to 2933 in order for it to remain stable. I am so incredibly disappoint and Aon the verge of returning this second kit due to it not working as intended.
250,4.9,TackJibe,Plug and play!,5,"May 13, 2021",the United States,Plug and play!  I was a bit nervous with the purchase but the cost was amazing compared to buying at Staples.
251,4.9,Robbie Williamson,Works with ryzen 5 3600 and b450 max mbo,5,"February 5, 2020",the United States,Love them. Used with on b450 tomahawk max board with ryzen 5 3600. Recognized the ram immediately. Aparantly there is overclocking potential aswell. The rgb is very bright and can be changed.
252,4.9,Jamie,This Ram is awesome.,5,"March 8, 2021",the United States,This ram is great. Looks awesome in my mid tower. Some people had complaints about dim rgb lights. This was not the case for me. They are bright and easy to control with the icue software. Would recommend for anyone looking for more rgb.
253,4.9,The Thompson’s,Great value!!,5,"December 27, 2020",the United States,"So nice!! Took a second to put them in but I've also never changed the ram sticks on a computer before. Once they're in though, I noticed a significant change in my computers performance! Definitely worth the money"
254,4.9,Sebastian,Great Product.,5,"October 12, 2020",the United States,Works as it should.. looks AMAZING. Easy to install.. and the software to control RGB is easy to use. Overall a great experience.
255,4.9,Lucas,Good,4,"October 20, 2019",the United States,Giving it a 4 only becuase one of my ram sticks glitched tf out and was stuck on red when i was switching through colors which freaked me tf out but not to worry i just put in rest mode the the next day after i turned on was fine but if that doesnt work update your icu rgb thing or whatever its called
256,4.9,TonyGZ,Went bad right at 90 days,1,"November 19, 2020",the United States,They look really cool. But this is the first time I've ever had a stick of ram go bad after 90 days. And of course I am no longer within the return period.
257,4.9,Customer,Love this so much works perfectly,5,"July 18, 2020",the United States,My ram went from 16gb to 32gb into my alienware aurora r6 works perfectly i would recommend buying this. Thanks Corsair for this now i can Edit videos and Play games Way better Super quick!
258,4.9,Rosemary,Defective Stick,2,"March 10, 2020",the United States,"One of my ram sticks had come defective and I couldn’t boot my new built pc for over an hour trying to figure out what was the problem, and why it kept failing. Once I finally took the ram stick out only then was I able to use my pc. The sticks are beautiful, but caused me to waste my time. Very dissatisfied in Corsair and I’m afraid to buy or recommend these sticks for my next builds or to my friends."
259,4.9,Bri Arredondo,Make sure to update mobo bios,5,"September 10, 2021",the United States,Everything about it was fine. Only issue i had was changing the speed in the bios. But i found out i had to update the bios and it worked just fine after that.
260,4.9,Dylan,Best looking ram. fastest ram you'll ever need.,4,"May 18, 2019",the United States,Everything about these ram sticks are amazing.
261,4.9,Prekay,Beautiful RGB Bliss!,5,"March 8, 2021",the United States,Absolutely stunning! I couldn’t be happier! I have the ROG Strix B550-F motherboard and the AMD Ryzen 5 3600 processor and this ram is compatible!
262,4.9,Amazon Customer,Get This ram....,5,"October 10, 2020",the United States,Solid as a rock works great with my ryzen  7-3700x. Smooth and absolutly great rgb look in the case. i Love it. Great satisfied customer.  Eventually i will get more of this ram. Its very nice to look at. no regrets.
263,4.9,RustyNail,Very slow rgb lights,3,"January 18, 2021",the United States,The LEDs on these take so long to change colors. Seems like a small thing until you try to change your LED colors and the ram takes seconds longer than all the other LEDs.
264,4.9,Eric Salvador,"In my opinion, the best looking RGB RAM as of the writing of this review",5,"August 16, 2018",the United States,"The RGB lighting on this RAM is beautiful and the iCUE software is easy to use. I'm running this on an ASrock x470 Fatal1ty and unfortunately I'm not able to get it to run at 3200MHz at 1.39 volts. The highest I'm able to run it at is 2933MHz @ 1.35. I'm not blaming the RAM for this, though. It's more than likely my motherboard which isn't the best overclocker according to reviews, and the RAM wasn't on the QVL. I still bought this RAM knowing this, so I'm not disappointed. Just be sure to check your motherboard's QVL if you want to run it at it's rated speeds."
265,4.9,Rocat14,Good ram for AMD 3600,5,"January 15, 2020",the United States,"The RAM looks great in the case. For the price this is about as good as you can get for RGB. Additionally it works very well with the Ryzen 3600x. No compatibility issues, just remember to bump up the base clock speed in the bios."
266,4.9,Ellie,Just get protection plan and you’ll be good,4,"November 25, 2019",the United States,Good memory especially since you can customize rgb with ICUE. Make sure you get protection plan though as I had to get a replacement twice as the first two sets kept blue screening my pc with different memory related error codes
267,4.9,Shadow Ranger,Recommend,5,"July 6, 2020",the United States,Got here fast..Was easy to install corsair packaged it nicely. And for me anyways I didnt need to fidget with the bios so that's a win in my book and the rgb lighting is awesome.
268,4.9,rolland browning,Just works,5,"October 11, 2021",the United States,AMD Ryzen 9 5000 series build on ASUS board X570 chipset works great.
269,4.9,Ronal Escobar,Una de las mejores memorias RAM RGB que puedan existir.,5,"October 2, 2021",the United States,"Excelente capacidad de oveclock, excelente refrigeración, excelente diseño (a mi gusto, mejores que las Trident Z) y el brillo es espectacular, basta que solamente la memoria Ram sea rgb para iluminar todo el gabinete. Lo único malo es que son grandes y si buscas un disipador grande por medio de aire el disipador tapa el rgb haciéndolas completamente inútiles..."
270,4.9,big mike,RGB white is a warmer than most Corsair RGBs,3,"September 3, 2021",the United States,"RGB white is a warmer than most Corsair RGBs.  I have the iCUE H150i, 7x iCUE QL120 fans, even my LIAN LI RGB STRIMER cables and LIAN LI O11 Dynamic XL RGB light match the same white color.  It's like comparing an incandescent bulb to a cool white LED bulb."
271,4.9,Yaniv,Looks so good,5,"July 18, 2019",the United States,Worked right out of the box with XPM on my 2700x and the lighting gives my atx case a nice aesthetic. Wish ram was a little cheaper but I guess thats what you get for leds.
272,4.9,R. Barfoot,The LEDs were a mess!,2,"November 26, 2020",the United States,"Unfortunately the individual LEDs in the modules I received all had different color tone, so they never matched. Enough to be very noticeable. It made the LED strip on each look blotchy. Really disappointing."
273,4.9,Kevin,Great RAM sticks.,5,"May 31, 2021",the United States,"Works great in my rig, with all my other components Corsair its easy to change the RGB through one app. Great product,"
274,4.9,McGriddleCakes,Good Memory,5,"November 28, 2018",the United States,"Corsair, of course it's good stuff. BE AWARE. Like one other person said the PRO version of this memory is NOT compatible with Asus Aura Sync.  The other link provided in the questions/answers is linking you to the information for the non pro version which IS compatible."
275,4.9,Randy,"Looks good, easy to install, but a little tall.",5,"April 13, 2019",the United States,Easy to install but a little tall. I have a Cooler Master 240mm liquid cooler installed and the fit for the RAM is a little snug. I might have to go with nonRGB RAM if I plan to add more.
276,4.9,Christopher Parks,Flashy RAM for a Flashy Build!,5,"March 10, 2019",the United States,"It works good, and the LED's look nice."
277,4.9,David H.,Nice!,5,"March 12, 2021",the United States,Easy to install. Reasonable price. Let's me play most of the games in the Xbox app for PC. I'm only using a Ryzen 3 3200G processor for now but I'm content with these RAM sticks... upgraded from just one 8GB RAM stick. Thinking I might purchase their 32GB RAM sticks too...
278,4.9,Matt Pooyanfar,did not work on ASUS B550m TUF,2,"January 18, 2021",the United States,My system would not boot with these chips on DOCP. solid yellow light on the MB and no boot. Had to go back to my old ram.
279,4.9,V. Fridman,It runs fine at 3600 MHz,5,"July 28, 2020",the United States,This kit runs perfectly fine at 3600 MHz on Asus ROG Zenith II Alpha motherboard. However it's more expensive then G.Skill 3600 MHz 256GB kits you can find elsewhere.
280,4.9,Ahmad,Two eight gigs of DDR4 3200 speed RAM,5,"July 16, 2020",the United States,The ram is great it! It lets me stream and lets me play games such as Modern Warfare and Apex legends incredibly well. It is also customizable with the iCue software which really helps me make it match my color theme. One thing to note is when I first bought the Ram I was getting 2100 mhz speed. But to fix this you just need to change your memory setting in your BIOS. It has caused me no problems what so ever and is a great buy!
281,4.9,EVB,Quick replacement - works as desired - thank you Amazon,5,"December 31, 2021",the United States,"Corsair packed product without RAM - Amazon replaced the it, with RAM. Can happen. Appreciate quick replacement. Thank you Amazon."
282,4.9,Tiffany,Great value,5,"April 18, 2021",the United States,Really happy and felt I got a good deal for the price as I did compare to other sites and stores.
283,4.9,Tyler,Super super fast!,5,"August 13, 2020",the United States,The LED’s are super awesome!! These were a great add on to all the other LED’s I have in my tower plus I’ve never had a faster computer in my life! 32gb of memory (4x 8gb sticks).
284,4.9,Michael Leahey,Always a good choice,5,"June 30, 2021",the United States,"Works great, looks great, what more could you want! These bench out very well."
285,4.9,Keith W. Lewis,High cost,4,"May 4, 2021",the United States,Was pretty but the price went way up so had to change brands for the sec pair saved me 60$
286,4.9,J Berbs,Very nice memory,4,"July 16, 2021",the United States,"Not only is this memory easy to set up in bios, it is so nice with the rgb lights. So far no problems."
287,4.9,Elise,Best white ram for money,5,"April 1, 2021",the United States,Best white sticks of ram I can find that won't break the bank works extremely well and looks amazing
288,4.9,kyle b,Very easy to OC!,5,"August 17, 2021",the United States,"Amazing ram, good price for performance. Either go with this or G.skill."
289,4.9,Mateo,Excelente RGB - pero no funciona el XMP,5,"November 25, 2020",the United States,"La luminosidad del RGB es la mejor del sector, si te interesa el RGB esta es tu memoria RAM ni lo dudes."
290,4.9,Cas,Love It!,5,"December 30, 2021",the United States,I put these in my pc a few days ago and they work great! Way better than my one stick of 8gb. The lighting on these are sick too especially the different rgb settings with the Corsair software you can download. Next up is Corsair fans to go with em!
291,4.9,Alfonso Aguila,Cant run 3200hz with 32gb could only hit 3200hz with 16gb,1,"May 29, 2020",the United States,I purchased 16gb and ran 3200hz no problem but I wanted to get another 16gb to complete the 32gb but now I could only go up to 2666hz if I go up 3200hz my computer crashes and gives me the blue screen of death so I will have to tweak it down. I already tried bumping the voltage and no help running a ryzen 2700x msi x470 carbon pro. Could it be possible that I got defective ddr4?
292,4.9,Bryan Downs,Beautiful.,5,"April 17, 2021",the United States,In sure there are better ones for gaming. But price for what you get... very nice. Beautiful LEDs and tons of options with them. 3200mhz as it said.
293,4.9,Fletch2k3,"Amazing, but…",4,"May 30, 2021",the United States,The media could not be loaded.
294,4.9,Joel,Fast basher.,5,"October 14, 2021",the United States,So far it's been great. Very sturdy and durable Rc truck
295,4.9,Jee Kong,It works and love the RGB!,5,"May 26, 2021",the United States,Bought this a few months ago. Needed rams for my 1st ever PC build so I came across these. It works.
296,4.9,Logan,Incredible looking RGB RAM running at rated speed,5,"December 23, 2018",the United States,Got a pair of these to go with my Ryzen 2700x hoping they would be b-die but they weren’t. I got a pair of Hynix CJR.
297,4.9,Víctor Vásquez,Beautiful!,5,"September 11, 2021",the United States,I bought these modules last year and have been performing excellent.
298,4.9,Kaylee,good overall,4,"May 27, 2021",the United States,"got these for my bf on his new build, very cute aesthetically and do what they need to do."
299,4.9,David T,Works well with others,5,"April 3, 2021",the United States,The media could not be loaded.
300,4.9,Franco,Good choice.,5,"June 5, 2021",the United States,Typical excellent performance and stability. Nice RGB effects Good value.
301,4.9,John Sheesley,Will not hit 3200mhz on Ryzen 2700x,1,"April 7, 2020",the United States,Won't do it. System won't post with clocks over 2800. Using 4 sticks on a Strix x470F Gaming and it won't work. Will hit 3200 with 2 sticks but not with 4. RAM must be faulty.
